cos,usr_click_nums,same_cos_nums,±»÷µ,,,,,,,,,,,,,
0.051367,27,16,1.6875,,,,,,,,,,,,,
0.051383,445,507,0.877712032,,,,,,,,,,,,,
0.051434,17,21,0.80952381,,,,,,,,,,,,,
0.05145,3,1,3,,,,,,,,,,,,,
0.051469,416,458,0.908296943,,,,,,,,,,,,,
0.051503,8,10,0.8,,,,,,,,,,,,,
0.051525,1,2,0.5,,,,,,,,,,,,,
0.051554,395,446,0.885650224,,,,,,,,,,,,,
0.051571,3782,3796,0.996311907,,,,,,,,,,,,,
0.05164,8873,8499,1.044005177,,,,,,,,,,,,,
0.051678,0,1,0,,,,,,,,,,,,,
0.051709,11,14,0.785714286,,,,,,,,,,,,,
0.051726,557,632,0.881329114,,,,,,,,,,,,,
0.051778,6,9,0.666666667,,,,,,,,,,,,,
0.051793,2,2,1,,,,,,,,,,,,,
0.051813,401,477,0.84067086,,,,,,,,,,,,,
0.051832,1,1,1,,,,,,,,,,,,,
0.051848,3929,4025,0.976149068,,,,,,,,,,,,,
0.0519,469,518,0.905405405,,,,,,,,,,,,,
0.051917,18,16,1.125,,,,,,,,,,,,,
0.051949,0,1,0,,,,,,,,,,,,,
0.051988,8001,7664,1.043971816,,,,,,,,,,,,,
0.052058,37,32,1.15625,,,,,,,,,,,,,
0.052066,4,3,1.333333333,,,,,,,,,,,,,
0.052076,473,546,0.866300366,,,,,,,,,,,,,
0.052105,1,1,1,,,,,,,,,,,,,
0.052129,4836,4836,1,,,,,,,,,,,,,
0.052144,0,1,0,,,,,,,,,,,,,
0.052164,465,499,0.931863727,,,,,,,,,,,,,
0.0522,16,15,1.066666667,,,,,,,,,,,,,
0.052253,469,526,0.891634981,,,,,,,,,,,,,
0.052271,29,35,0.828571429,,,,,,,,,,,,,
0.052342,9537,9135,1.044006568,,,,,,,,,,,,,
0.052382,1,1,1,,,,,,,,,,,,,
0.052414,4692,4683,1.001921845,,,,,,,,,,,,,
0.052422,1,1,1,,,,,,,,,,,,,
0.052432,489,539,0.907235622,,,,,,,,,,,,,
0.052486,33,40,0.825,,,,,,,,,,,,,
0.052502,3,2,1.5,,,,,,,,,,,,,
0.052523,454,521,0.871401152,,,,,,,,,,,,,
0.052543,6,5,1.2,,,,,,,,,,,,,
0.052559,16,24,0.666666667,,,,,,,,,,,,,
0.052583,4,3,1.333333333,,,,,,,,,,,,,
0.052613,433,506,0.855731225,,,,,,,,,,,,,
0.052623,2,3,0.666666667,,,,,,,,,,,,,
0.052632,27,35,0.771428571,,,,,,,,,,,,,
0.052664,1,1,1,,,,,,,,,,,,,
0.052705,15268,14714,1.037651217,,,,,,,,,,,,,
0.052745,1,1,1,,,,,,,,,,,,,
0.052778,18,28,0.642857143,,,,,,,,,,,,,
0.052796,603,659,0.915022762,,,,,,,,,,,,,
0.052852,21,26,0.807692308,,,,,,,,,,,,,
0.052889,473,518,0.913127413,,,,,,,,,,,,,
0.052926,18,26,0.692307692,,,,,,,,,,,,,
0.052981,616,653,0.943338438,,,,,,,,,,,,,
0.053,3538,3630,0.974655647,,,,,,,,,,,,,
0.053033,1,1,1,,,,,,,,,,,,,
0.053074,13282,12785,1.03887368,,,,,,,,,,,,,
0.053116,1,1,1,,,,,,,,,,,,,
0.053149,28,31,0.903225806,,,,,,,,,,,,,
0.053168,696,787,0.884371029,,,,,,,,,,,,,
0.0532,1,1,1,,,,,,,,,,,,,
0.053225,20,19,1.052631579,,,,,,,,,,,,,
0.053262,734,809,0.907292954,,,,,,,,,,,,,
0.053283,1,1,1,,,,,,,,,,,,,
0.0533,4543,4586,0.990623637,,,,,,,,,,,,,
0.053357,716,826,0.866828087,,,,,,,,,,,,,
0.053376,27,28,0.964285714,,,,,,,,,,,,,
0.05341,1,1,1,,,,,,,,,,,,,
0.053452,12114,11675,1.037601713,,,,,,,,,,,,,
0.053529,13,21,0.619047619,,,,,,,,,,,,,
0.053537,2,2,1,,,,,,,,,,,,,
0.053548,632,727,0.869325997,,,,,,,,,,,,,
0.05358,4,6,0.666666667,,,,,,,,,,,,,
0.053606,4562,4567,0.998905189,,,,,,,,,,,,,
0.053623,3,3,1,,,,,,,,,,,,,
0.053644,664,725,0.915862069,,,,,,,,,,,,,
0.053666,1,1,1,,,,,,,,,,,,,
0.053683,28,29,0.965517241,,,,,,,,,,,,,
0.053709,1,1,1,,,,,,,,,,,,,
0.053741,628,737,0.852103121,,,,,,,,,,,,,
0.05376,17,24,0.708333333,,,,,,,,,,,,,
0.053795,1,1,1,,,,,,,,,,,,,
0.053838,12781,12363,1.033810564,,,,,,,,,,,,,
0.053882,1,1,1,,,,,,,,,,,,,
0.053916,4469,4513,0.990250388,,,,,,,,,,,,,
0.053936,991,1123,0.882457703,,,,,,,,,,,,,
0.053986,1,1,1,,,,,,,,,,,,,
0.053995,27,31,0.870967742,,,,,,,,,,,,,
0.054012,1,1,1,,,,,,,,,,,,,
0.054034,511,611,0.836333879,,,,,,,,,,,,,
0.054056,1,1,1,,,,,,,,,,,,,
0.054074,28,29,0.965517241,,,,,,,,,,,,,
0.0541,1,2,0.5,,,,,,,,,,,,,
0.054133,845,965,0.875647668,,,,,,,,,,,,,
0.054153,17,22,0.772727273,,,,,,,,,,,,,
0.054188,1,2,0.5,,,,,,,,,,,,,
0.054233,17678,16921,1.044737309,,,,,,,,,,,,,
0.054313,36,40,0.9,,,,,,,,,,,,,
0.054333,616,719,0.85674548,,,,,,,,,,,,,
0.054339,1,1,1,,,,,,,,,,,,,
0.054366,5,4,1.25,,,,,,,,,,,,,
0.054393,35,37,0.945945946,,,,,,,,,,,,,
0.054433,520,588,0.884353741,,,,,,,,,,,,,
0.054456,5,5,1,,,,,,,,,,,,,
0.054473,28,38,0.736842105,,,,,,,,,,,,,
0.0545,2,1,2,,,,,,,,,,,,,
0.054534,416,500,0.832,,,,,,,,,,,,,
0.054554,3465,3545,0.977433004,,,,,,,,,,,,,
0.054636,11569,10904,1.060986794,,,,,,,,,,,,,
0.054718,30,34,0.882352941,,,,,,,,,,,,,
0.054738,696,747,0.931726908,,,,,,,,,,,,,
0.0548,37,52,0.711538462,,,,,,,,,,,,,
0.054818,1,1,1,,,,,,,,,,,,,
0.054841,542,619,0.875605816,,,,,,,,,,,,,
0.054882,4510,4556,0.989903424,,,,,,,,,,,,,
0.054919,1,1,1,,,,,,,,,,,,,
0.054944,785,893,0.879059351,,,,,,,,,,,,,
0.054956,1,2,0.5,,,,,,,,,,,,,
0.054965,43,60,0.716666667,,,,,,,,,,,,,
0.055048,9153,8748,1.046296296,,,,,,,,,,,,,
0.055095,4,3,1.333333333,,,,,,,,,,,,,
0.055132,10,14,0.714285714,,,,,,,,,,,,,
0.055141,1,1,1,,,,,,,,,,,,,
0.055153,808,946,0.854122622,,,,,,,,,,,,,
0.055216,3683,3612,1.0196567,,,,,,,,,,,,,
0.055234,1,1,1,,,,,,,,,,,,,
0.055258,690,741,0.931174089,,,,,,,,,,,,,
0.0553,29,44,0.659090909,,,,,,,,,,,,,
0.055328,1,1,1,,,,,,,,,,,,,
0.055364,738,808,0.913366337,,,,,,,,,,,,,
0.055375,2,2,1,,,,,,,,,,,,,
0.055385,46,43,1.069767442,,,,,,,,,,,,,
0.05547,12256,11822,1.036711216,,,,,,,,,,,,,
0.055517,7,7,1,,,,,,,,,,,,,
0.055556,3755,3812,0.985047219,,,,,,,,,,,,,
0.055565,1,1,1,,,,,,,,,,,,,
0.055577,796,882,0.902494331,,,,,,,,,,,,,
0.055641,29,35,0.828571429,,,,,,,,,,,,,
0.05567,1,1,1,,,,,,,,,,,,,
0.055685,1028,1191,0.863140218,,,,,,,,,,,,,
0.055728,31,32,0.96875,,,,,,,,,,,,,
0.055757,0,1,0,,,,,,,,,,,,,
0.055793,969,1137,0.852242744,,,,,,,,,,,,,
0.055805,1,1,1,,,,,,,,,,,,,
0.055815,57,59,0.966101695,,,,,,,,,,,,,
0.055902,21101,20316,1.038639496,,,,,,,,,,,,,
0.05595,2,2,1,,,,,,,,,,,,,
0.055989,41,53,0.773584906,,,,,,,,,,,,,
0.055999,2,2,1,,,,,,,,,,,,,
0.056011,1442,1650,0.873939394,,,,,,,,,,,,,
0.056048,2,1,2,,,,,,,,,,,,,
0.056077,38,55,0.690909091,,,,,,,,,,,,,
0.056097,0,1,0,,,,,,,,,,,,,
0.056121,968,1014,0.954635108,,,,,,,,,,,,,
0.056146,1,1,1,,,,,,,,,,,,,
0.056166,38,42,0.904761905,,,,,,,,,,,,,
0.056195,4,5,0.8,,,,,,,,,,,,,
0.056232,783,872,0.89793578,,,,,,,,,,,,,
0.056245,1,1,1,,,,,,,,,,,,,
0.056254,6102,6124,0.996407577,,,,,,,,,,,,,
0.056294,0,1,0,,,,,,,,,,,,,
0.056344,14318,13870,1.032299928,,,,,,,,,,,,,
0.056393,9,6,1.5,,,,,,,,,,,,,
0.056433,41,46,0.891304348,,,,,,,,,,,,,
0.056443,0,1,0,,,,,,,,,,,,,
0.056456,950,1035,0.917874396,,,,,,,,,,,,,
0.056493,0,1,0,,,,,,,,,,,,,
0.056523,75,76,0.986842105,,,,,,,,,,,,,
0.056543,5,5,1,,,,,,,,,,,,,
0.056569,814,874,0.931350114,,,,,,,,,,,,,
0.056614,4695,4628,1.014477096,,,,,,,,,,,,,
0.056682,816,929,0.878363832,,,,,,,,,,,,,
0.056695,1,1,1,,,,,,,,,,,,,
0.056705,64,68,0.941176471,,,,,,,,,,,,,
0.056745,1,2,0.5,,,,,,,,,,,,,
0.056776,3,1,3,,,,,,,,,,,,,
0.056796,11404,10880,1.048161765,,,,,,,,,,,,,
0.056847,1,1,1,,,,,,,,,,,,,
0.056888,34,36,0.944444444,,,,,,,,,,,,,
0.056898,4,4,1,,,,,,,,,,,,,
0.056911,920,1025,0.897560976,,,,,,,,,,,,,
0.056949,5,4,1.25,,,,,,,,,,,,,
0.05698,5390,5364,1.004847129,,,,,,,,,,,,,
0.057001,1,1,1,,,,,,,,,,,,,
0.057027,654,740,0.883783784,,,,,,,,,,,,,
0.057052,1,2,0.5,,,,,,,,,,,,,
0.057073,31,39,0.794871795,,,,,,,,,,,,,
0.057104,3,4,0.75,,,,,,,,,,,,,
0.057143,944,1078,0.875695733,,,,,,,,,,,,,
0.057156,1,1,1,,,,,,,,,,,,,
0.057166,51,63,0.80952381,,,,,,,,,,,,,
0.057208,2,1,2,,,,,,,,,,,,,
0.05726,13726,13040,1.052607362,,,,,,,,,,,,,
0.057312,1,1,1,,,,,,,,,,,,,
0.057354,5655,5630,1.004440497,,,,,,,,,,,,,
0.057364,1,1,1,,,,,,,,,,,,,
0.057378,957,1124,0.851423488,,,,,,,,,,,,,
0.057417,4,4,1,,,,,,,,,,,,,
0.057448,91,106,0.858490566,,,,,,,,,,,,,
0.05747,1,3,0.333333333,,,,,,,,,,,,,
0.05748,0,1,0,,,,,,,,,,,,,
0.057496,908,1004,0.90438247,,,,,,,,,,,,,
0.057522,0,1,0,,,,,,,,,,,,,
0.057544,48,54,0.888888889,,,,,,,,,,,,,
0.057615,829,911,0.909989023,,,,,,,,,,,,,
0.057628,3,2,1.5,,,,,,,,,,,,,
0.057639,54,68,0.794117647,,,,,,,,,,,,,
0.057682,2,2,1,,,,,,,,,,,,,
0.057735,19000,18257,1.040696719,,,,,,,,,,,,,
0.057789,3,5,0.6,,,,,,,,,,,,,
0.057831,47,58,0.810344828,,,,,,,,,,,,,
0.057856,1148,1258,0.912559618,,,,,,,,,,,,,
0.057896,0,1,0,,,,,,,,,,,,,
0.057907,3,1,3,,,,,,,,,,,,,
0.057928,35,39,0.897435897,,,,,,,,,,,,,
0.05795,1,1,1,,,,,,,,,,,,,
0.057977,892,937,0.951974386,,,,,,,,,,,,,
0.058004,2,2,1,,,,,,,,,,,,,
0.058026,31,41,0.756097561,,,,,,,,,,,,,
0.058058,2,3,0.666666667,,,,,,,,,,,,,
0.058099,885,955,0.926701571,,,,,,,,,,,,,
0.058113,1,5,0.2,,,,,,,,,,,,,
0.058124,5299,5412,0.979120473,,,,,,,,,,,,,
0.058168,7,7,1,,,,,,,,,,,,,
0.058222,14234,13536,1.051566194,,,,,,,,,,,,,
0.058277,2,2,1,,,,,,,,,,,,,
0.058321,46,49,0.93877551,,,,,,,,,,,,,
0.058332,4,4,1,,,,,,,,,,,,,
0.058346,944,1082,0.87245841,,,,,,,,,,,,,
0.058387,2,2,1,,,,,,,,,,,,,
0.058421,31,38,0.815789474,,,,,,,,,,,,,
0.058443,6,8,0.75,,,,,,,,,,,,,
0.058471,924,1035,0.892753623,,,,,,,,,,,,,
0.058498,4,5,0.8,,,,,,,,,,,,,
0.058521,4904,4842,1.012804626,,,,,,,,,,,,,
0.058554,3,3,1,,,,,,,,,,,,,
0.058596,1215,1295,0.938223938,,,,,,,,,,,,,
0.058621,84,94,0.893617021,,,,,,,,,,,,,
0.058666,9,10,0.9,,,,,,,,,,,,,
0.058722,14875,14074,1.056913457,,,,,,,,,,,,,
0.058778,2,2,1,,,,,,,,,,,,,
0.058824,49,59,0.830508475,,,,,,,,,,,,,
0.058835,3,7,0.428571429,,,,,,,,,,,,,
0.058849,1114,1302,0.855606759,,,,,,,,,,,,,
0.058891,4,3,1.333333333,,,,,,,,,,,,,
0.058926,6002,6033,0.994861595,,,,,,,,,,,,,
0.058948,1,1,1,,,,,,,,,,,,,
0.058977,1146,1292,0.886996904,,,,,,,,,,,,,
0.059005,1,2,0.5,,,,,,,,,,,,,
0.059028,41,51,0.803921569,,,,,,,,,,,,,
0.059062,2,1,2,,,,,,,,,,,,,
0.059105,750,837,0.896057348,,,,,,,,,,,,,
0.05912,6,9,0.666666667,,,,,,,,,,,,,
0.059131,47,59,0.796610169,,,,,,,,,,,,,
0.059177,8,4,2,,,,,,,,,,,,,
0.059235,16217,15489,1.047001098,,,,,,,,,,,,,
0.059293,9,11,0.818181818,,,,,,,,,,,,,
0.059339,8232,8026,1.025666584,,,,,,,,,,,,,
0.059351,4,5,0.8,,,,,,,,,,,,,
0.059365,1311,1483,0.884018881,,,,,,,,,,,,,
0.059409,3,4,0.75,,,,,,,,,,,,,
0.059444,51,56,0.910714286,,,,,,,,,,,,,
0.059496,1071,1163,0.920894239,,,,,,,,,,,,,
0.059526,11,5,2.2,,,,,,,,,,,,,
0.059549,74,82,0.902439024,,,,,,,,,,,,,
0.059584,2,3,0.666666667,,,,,,,,,,,,,
0.059628,1141,1256,0.90843949,,,,,,,,,,,,,
0.059643,3,5,0.6,,,,,,,,,,,,,
0.059655,46,56,0.821428571,,,,,,,,,,,,,
0.059702,3,5,0.6,,,,,,,,,,,,,
0.059761,26764,25734,1.04002487,,,,,,,,,,,,,
0.059821,6,8,0.75,,,,,,,,,,,,,
0.059868,95,98,0.969387755,,,,,,,,,,,,,
0.05988,4,3,1.333333333,,,,,,,,,,,,,
0.059895,1212,1306,0.928024502,,,,,,,,,,,,,
0.05994,3,3,1,,,,,,,,,,,,,
0.059976,58,79,0.734177215,,,,,,,,,,,,,
0.06,4,5,0.8,,,,,,,,,,,,,
0.06003,906,952,0.951680672,,,,,,,,,,,,,
0.060048,1,1,1,,,,,,,,,,,,,
0.06006,1,1,1,,,,,,,,,,,,,
0.060084,43,49,0.87755102,,,,,,,,,,,,,
0.060096,1,1,1,,,,,,,,,,,,,
0.06012,13,20,0.65,,,,,,,,,,,,,
0.060166,1057,1222,0.86497545,,,,,,,,,,,,,
0.060181,4,7,0.571428571,,,,,,,,,,,,,
0.060193,4839,4735,1.021964097,,,,,,,,,,,,,
0.060241,9,15,0.6,,,,,,,,,,,,,
0.060302,17657,16808,1.050511661,,,,,,,,,,,,,
0.060363,1,2,0.5,,,,,,,,,,,,,
0.060412,56,71,0.788732394,,,,,,,,,,,,,
0.060424,2,2,1,,,,,,,,,,,,,
0.06044,1043,1171,0.890691716,,,,,,,,,,,,,
0.060486,7,8,0.875,,,,,,,,,,,,,
0.060523,113,119,0.949579832,,,,,,,,,,,,,
0.060547,4,3,1.333333333,,,,,,,,,,,,,
0.060578,1046,1128,0.927304965,,,,,,,,,,,,,
0.060609,1,2,0.5,,,,,,,,,,,,,
0.060634,6537,6592,0.991656553,,,,,,,,,,,,,
0.060671,4,3,1.333333333,,,,,,,,,,,,,
0.060718,1050,1156,0.908304498,,,,,,,,,,,,,
0.060733,3,4,0.75,,,,,,,,,,,,,
0.060746,85,78,1.08974359,,,,,,,,,,,,,
0.060796,5,5,1,,,,,,,,,,,,,
0.060833,2,1,2,,,,,,,,,,,,,
0.060858,15902,15198,1.046321884,,,,,,,,,,,,,
0.060921,12,11,1.090909091,,,,,,,,,,,,,
0.060933,3,1,3,,,,,,,,,,,,,
0.060971,56,72,0.777777778,,,,,,,,,,,,,
0.060984,5,9,0.555555556,,,,,,,,,,,,,
0.060999,1486,1619,0.917850525,,,,,,,,,,,,,
0.061028,0,1,0,,,,,,,,,,,,,
0.061047,3,3,1,,,,,,,,,,,,,
0.061085,6671,6725,0.99197026,,,,,,,,,,,,,
0.06111,5,5,1,,,,,,,,,,,,,
0.061142,1233,1362,0.905286344,,,,,,,,,,,,,
0.061174,2,1,2,,,,,,,,,,,,,
0.061199,61,76,0.802631579,,,,,,,,,,,,,
0.061237,9,8,1.125,,,,,,,,,,,,,
0.061285,1247,1340,0.930597015,,,,,,,,,,,,,
0.061288,0,1,0,,,,,,,,,,,,,
0.061301,10,7,1.428571429,,,,,,,,,,,,,
0.061314,61,86,0.709302326,,,,,,,,,,,,,
0.061365,7,7,1,,,,,,,,,,,,,
0.06143,19478,18809,1.035568079,,,,,,,,,,,,,
0.061494,3,4,0.75,,,,,,,,,,,,,
0.061546,4739,4696,1.009156729,,,,,,,,,,,,,
0.061559,1,2,0.5,,,,,,,,,,,,,
0.061575,1349,1473,0.915818058,,,,,,,,,,,,,
0.061624,8,11,0.727272727,,,,,,,,,,,,,
0.061663,128,135,0.948148148,,,,,,,,,,,,,
0.061689,12,10,1.2,,,,,,,,,,,,,
0.061721,1043,1110,0.93963964,,,,,,,,,,,,,
0.061754,6,7,0.857142857,,,,,,,,,,,,,
0.06178,59,68,0.867647059,,,,,,,,,,,,,
0.06182,9,17,0.529411765,,,,,,,,,,,,,
0.061869,1738,1993,0.872052183,,,,,,,,,,,,,
0.061885,8,14,0.571428571,,,,,,,,,,,,,
0.061898,71,76,0.934210526,,,,,,,,,,,,,
0.061951,5,6,0.833333333,,,,,,,,,,,,,
0.062017,26401,25183,1.048365961,,,,,,,,,,,,,
0.06207,0,1,0,,,,,,,,,,,,,
0.062084,8,8,1,,,,,,,,,,,,,
0.062124,0,1,0,,,,,,,,,,,,,
0.062137,59,68,0.867647059,,,,,,,,,,,,,
0.06215,6,7,0.857142857,,,,,,,,,,,,,
0.062167,1465,1488,0.984543011,,,,,,,,,,,,,
0.062177,1,1,1,,,,,,,,,,,,,
0.062217,5,10,0.5,,,,,,,,,,,,,
0.062257,67,87,0.770114943,,,,,,,,,,,,,
0.062284,3,7,0.428571429,,,,,,,,,,,,,
0.062318,1385,1523,0.909389363,,,,,,,,,,,,,
0.062348,3,1,3,,,,,,,,,,,,,
0.062351,8,8,1,,,,,,,,,,,,,
0.062378,88,104,0.846153846,,,,,,,,,,,,,
0.062419,7,10,0.7,,,,,,,,,,,,,
0.06247,1195,1256,0.951433121,,,,,,,,,,,,,
0.062486,7,7,1,,,,,,,,,,,,,
0.0625,7945,7949,0.999496792,,,,,,,,,,,,,
0.062554,4,9,0.444444444,,,,,,,,,,,,,
0.062622,15709,14831,1.059200324,,,,,,,,,,,,,
0.062691,3,4,0.75,,,,,,,,,,,,,
0.062746,105,106,0.990566038,,,,,,,,,,,,,
0.062759,5,6,0.833333333,,,,,,,,,,,,,
0.062776,1381,1585,0.871293375,,,,,,,,,,,,,
0.062828,6,5,1.2,,,,,,,,,,,,,
0.062869,77,87,0.885057471,,,,,,,,,,,,,
0.062897,16,16,1,,,,,,,,,,,,,
0.062932,1061,1094,0.969835466,,,,,,,,,,,,,
0.062966,8,9,0.888888889,,,,,,,,,,,,,
0.062994,6322,6359,0.994181475,,,,,,,,,,,,,
0.063036,0,3,0,,,,,,,,,,,,,
0.063088,1590,1682,0.94530321,,,,,,,,,,,,,
0.063105,3,5,0.6,,,,,,,,,,,,,
0.063119,122,148,0.824324324,,,,,,,,,,,,,
0.063175,12,17,0.705882353,,,,,,,,,,,,,
0.063246,11508,11167,1.030536402,,,,,,,,,,,,,
0.063285,1,1,1,,,,,,,,,,,,,
0.063316,5,5,1,,,,,,,,,,,,,
0.063372,110,117,0.94017094,,,,,,,,,,,,,
0.063387,15,7,2.142857143,,,,,,,,,,,,,
0.063404,1555,1614,0.963444857,,,,,,,,,,,,,
0.063443,0,1,0,,,,,,,,,,,,,
0.063457,11,13,0.846153846,,,,,,,,,,,,,
0.0635,6069,6076,0.998847926,,,,,,,,,,,,,
0.063529,12,18,0.666666667,,,,,,,,,,,,,
0.063564,1925,2006,0.959621137,,,,,,,,,,,,,
0.0636,11,10,1.1,,,,,,,,,,,,,
0.063628,70,89,0.786516854,,,,,,,,,,,,,
0.063671,5,9,0.555555556,,,,,,,,,,,,,
0.063725,1354,1459,0.928032899,,,,,,,,,,,,,
0.063729,0,1,0,,,,,,,,,,,,,
0.063743,12,15,0.8,,,,,,,,,,,,,
0.063758,104,103,1.009708738,,,,,,,,,,,,,
0.063786,0,1,0,,,,,,,,,,,,,
0.063815,12,11,1.090909091,,,,,,,,,,,,,
0.063844,2,1,2,,,,,,,,,,,,,
0.063888,14139,13540,1.044239291,,,,,,,,,,,,,
0.06396,4,7,0.571428571,,,,,,,,,,,,,
0.064018,6745,6632,1.017038601,,,,,,,,,,,,,
0.064033,16,16,1,,,,,,,,,,,,,
0.064051,1530,1694,0.903187721,,,,,,,,,,,,,
0.064106,5,7,0.714285714,,,,,,,,,,,,,
0.064135,1,1,1,,,,,,,,,,,,,
0.06415,145,182,0.796703297,,,,,,,,,,,,,
0.064179,5,9,0.555555556,,,,,,,,,,,,,
0.064216,1305,1383,0.943600868,,,,,,,,,,,,,
0.064253,2,5,0.4,,,,,,,,,,,,,
0.064282,103,125,0.824,,,,,,,,,,,,,
0.064327,26,19,1.368421053,,,,,,,,,,,,,
0.064382,1386,1546,0.896507115,,,,,,,,,,,,,
0.064401,33,39,0.846153846,,,,,,,,,,,,,
0.064416,74,85,0.870588235,,,,,,,,,,,,,
0.064475,29,26,1.115384615,,,,,,,,,,,,,
0.06449,1,1,1,,,,,,,,,,,,,
0.06455,28093,26707,1.051896507,,,,,,,,,,,,,
0.064625,13,11,1.181818182,,,,,,,,,,,,,
0.064685,108,123,0.87804878,,,,,,,,,,,,,
0.0647,18,18,1,,,,,,,,,,,,,
0.064718,1964,2060,0.953398058,,,,,,,,,,,,,
0.064775,13,20,0.65,,,,,,,,,,,,,
0.06482,97,109,0.889908257,,,,,,,,,,,,,
0.064851,9,12,0.75,,,,,,,,,,,,,
0.064889,1370,1556,0.880462725,,,,,,,,,,,,,
0.064927,21,24,0.875,,,,,,,,,,,,,
0.064957,108,108,1,,,,,,,,,,,,,
0.065003,4,10,0.4,,,,,,,,,,,,,
0.065033,0,1,0,,,,,,,,,,,,,
0.06506,1505,1595,0.943573668,,,,,,,,,,,,,
0.065079,11,14,0.785714286,,,,,,,,,,,,,
0.065094,8794,8904,0.987646002,,,,,,,,,,,,,
0.065156,11,17,0.647058824,,,,,,,,,,,,,
0.065233,23094,21605,1.068919232,,,,,,,,,,,,,
0.06531,5,10,0.5,,,,,,,,,,,,,
0.065372,113,114,0.99122807,,,,,,,,,,,,,
0.065388,10,12,0.833333333,,,,,,,,,,,,,
0.065407,1663,1862,0.893125671,,,,,,,,,,,,,
0.065465,21,24,0.875,,,,,,,,,,,,,
0.065512,77,92,0.836956522,,,,,,,,,,,,,
0.065528,2,1,2,,,,,,,,,,,,,
0.065543,15,21,0.714285714,,,,,,,,,,,,,
0.065583,1306,1414,0.923620934,,,,,,,,,,,,,
0.065622,7,9,0.777777778,,,,,,,,,,,,,
0.065653,7890,7772,1.015182707,,,,,,,,,,,,,
0.0657,5,5,1,,,,,,,,,,,,,
0.06576,1595,1683,0.947712418,,,,,,,,,,,,,
0.065779,38,59,0.644067797,,,,,,,,,,,,,
0.065795,138,153,0.901960784,,,,,,,,,,,,,
0.065859,36,47,0.765957447,,,,,,,,,,,,,
0.065938,19455,18587,1.046699306,,,,,,,,,,,,,
0.066018,5,8,0.625,,,,,,,,,,,,,
0.066034,1,1,1,,,,,,,,,,,,,
0.066082,75,83,0.903614458,,,,,,,,,,,,,
0.066098,18,19,0.947368421,,,,,,,,,,,,,
0.066118,1613,1777,0.907709623,,,,,,,,,,,,,
0.066162,1,1,1,,,,,,,,,,,,,
0.066178,22,22,1,,,,,,,,,,,,,
0.066227,7253,7097,1.021981119,,,,,,,,,,,,,
0.066259,11,10,1.1,,,,,,,,,,,,,
0.066291,1,1,1,,,,,,,,,,,,,
0.066299,1468,1557,0.942838793,,,,,,,,,,,,,
0.066336,2,2,1,,,,,,,,,,,,,
0.06634,13,13,1,,,,,,,,,,,,,
0.066372,126,152,0.828947368,,,,,,,,,,,,,
0.066421,17,26,0.653846154,,,,,,,,,,,,,
0.066482,1421,1559,0.911481719,,,,,,,,,,,,,
0.066503,29,29,1,,,,,,,,,,,,,
0.066519,114,134,0.850746269,,,,,,,,,,,,,
0.066585,5,13,0.384615385,,,,,,,,,,,,,
0.066667,21740,20585,1.056108817,,,,,,,,,,,,,
0.066749,17,17,1,,,,,,,,,,,,,
0.066815,10589,10314,1.026662788,,,,,,,,,,,,,
0.066832,9,14,0.642857143,,,,,,,,,,,,,
0.066853,1900,2067,0.91920658,,,,,,,,,,,,,
0.06689,0,1,0,,,,,,,,,,,,,
0.066915,20,23,0.869565217,,,,,,,,,,,,,
0.066965,149,172,0.86627907,,,,,,,,,,,,,
0.066998,9,13,0.692307692,,,,,,,,,,,,,
0.067003,2,1,2,,,,,,,,,,,,,
0.06704,1634,1655,0.987311178,,,,,,,,,,,,,
0.067082,11,13,0.846153846,,,,,,,,,,,,,
0.067116,132,147,0.897959184,,,,,,,,,,,,,
0.067166,92,108,0.851851852,,,,,,,,,,,,,
0.067217,1,1,1,,,,,,,,,,,,,
0.067229,2170,2298,0.944299391,,,,,,,,,,,,,
0.06725,78,92,0.847826087,,,,,,,,,,,,,
0.067267,129,128,1.0078125,,,,,,,,,,,,,
0.067335,17,18,0.944444444,,,,,,,,,,,,,
0.06742,36285,34569,1.049639851,,,,,,,,,,,,,
0.067505,14,15,0.933333333,,,,,,,,,,,,,
0.067574,154,191,0.806282723,,,,,,,,,,,,,
0.067591,15,13,1.153846154,,,,,,,,,,,,,
0.067612,2252,2375,0.948210526,,,,,,,,,,,,,
0.067625,1,1,1,,,,,,,,,,,,,
0.067677,11,16,0.6875,,,,,,,,,,,,,
0.067729,145,156,0.929487179,,,,,,,,,,,,,
0.067763,10,20,0.5,,,,,,,,,,,,,
0.067806,1866,1907,0.978500262,,,,,,,,,,,,,
0.06785,7,11,0.636363636,,,,,,,,,,,,,
0.067884,91,109,0.834862385,,,,,,,,,,,,,
0.067937,14,18,0.777777778,,,,,,,,,,,,,
0.068002,2046,2223,0.920377868,,,,,,,,,,,,,
0.068024,11,11,1,,,,,,,,,,,,,
0.068041,7856,7667,1.024651102,,,,,,,,,,,,,
0.068111,12,16,0.75,,,,,,,,,,,,,
0.068199,25876,24327,1.063674107,,,,,,,,,,,,,
0.068288,15,21,0.714285714,,,,,,,,,,,,,
0.068323,1,1,1,,,,,,,,,,,,,
0.068359,155,158,0.981012658,,,,,,,,,,,,,
0.068376,41,65,0.630769231,,,,,,,,,,,,,
0.068394,2,1,2,,,,,,,,,,,,,
